film_page,name,category,content,img
http://fast-torrents.co/928-forma-vody-2017.html,Форма воды (2017),"Фильмы,Триллеры 2019,Фэнтези фильмы 2019,Мелодрамы 2019,Драмы 2019,Ужасы 2019",Действие разворачивается в 1963 году. Главная героиня - немая уборщица в научной лаборатории. В стенах секретного учреждения идёт работа по изучению отловленного человека-амфибии. Женщина влюбляется,http://fast-torrents.co/uploads/posts/2018-10/medium/154002690111515489794-145107748.jpg
http://fast-torrents.co/927-noch-idet-za-nami-2018.html,Ночь идёт за нами (2018),"Фильмы,Боевики 2019,Триллеры 2019,Криминальные фильмы 2019","При выполнении очередного задания киллер триады нарушил правила - не смог заставить себя убрать последнюю свидетельницу. В спасении жизни девочки он увидел знак и шанс на искупление, но у такого",http://fast-torrents.co/uploads/posts/2018-10/medium/154002660111393581370181801726820347.jpg
http://fast-torrents.co/924-paranormalnye-yavleniya-3-prizraki-2018.html,Паранормальные явления 3: Призраки (2018),"Фильмы,Ужасы 2019","В этом фильме группа англичан решает стать охотниками за привидениями, чтобы самим проверить - существуют они на самом деле, или нет. Взяв с собой съемочную группу и медиума, они отправляются в",http://fast-torrents.co/uploads/posts/2018-10/medium/154002210614147197585136208926320495.jpg
http://fast-torrents.co/922-poceluy-smerti-2018.html,Поцелуй смерти (2018),"Фильмы,Боевики 2019","Борец за справедливость днём и ночью расправляется с убийцами, наркодилерами и насильниками, и анонимно присылает деньги молодой матери с парализованной малышкой. Однажды девушка обнаруживает его",http://fast-torrents.co/uploads/posts/2018-10/medium/154002180813039786845379396942701291.jpg
http://fast-torrents.co/921-sluchaynyy-zombi-po-imeni-ted-2017.html,Случайный зомби по имени Тед (2017),"Фильмы,Комедии 2019,Мелодрамы 2019,Ужасы 2019","Тед знает, что он не зомби. Он просто подцепил кожную болезнь во время каникул на Карибских островах.",http://fast-torrents.co/uploads/posts/2018-10/medium/154002180215463454093494324230975293.jpg
http://fast-torrents.co/920-strannye-ritauly-2017.html,Странные ритаулы (2017),"Фильмы,Ужасы 2019","После разгульной ночки Джинни и Деб случайно сбивают на просёлочной дороге странную старуху, которая встаёт и скрывается в полях. После этого вокруг девушек начинают происходить зловещие события, а",http://fast-torrents.co/uploads/posts/2018-10/medium/154002150210840101976350376574806016.jpg
http://fast-torrents.co/919-igolnica-2017.html,Игольница (2017),"Фильмы,Драмы 2019","Мать-одиночка Лин носит большую меховую шляпу в виде кошачьей головы, которой ужасно стесняется её дочь. Иона тщетно пытается понравиться авторитетным одноклассницам. Лин понимает, что не может",http://fast-torrents.co/uploads/posts/2018-10/medium/154002120611533824764-1301607582.jpg
http://fast-torrents.co/918-sgustki-krovi-2018.html,Сгустки крови (2018),"Фильмы,Ужасы 2019","Фильм ""Сгустки крови"" состоит из семи бережно отобранных кровавых историй от семи разных режиссеров, при участииканнибалов, зомби и других забавных созданий..",http://fast-torrents.co/uploads/posts/2018-10/medium/154002120218207494071659092684542853.jpg
http://fast-torrents.co/914-kuntilanak-2018.html,Кунтиланак (2018),"Фильмы,Комедии 2019,Ужасы 2019","Группа детей разных возрастов участвует в необычном реалити-шоу. Они обследуют старые дома, чтобы доказать, что никаких кунтиланаков не существует, и все это выдумки необразованных селян.",http://fast-torrents.co/uploads/posts/2018-10/medium/153997320212945209512014301453742494.jpg
http://fast-torrents.co/913-ty-vodish-2018.html,Ты водишь! (2018),"Фильмы,Комедии 2019","Каждый год в течение месяца пятеро друзей участвуют в беспощадно навороченной версии игры в кошки-мышки. Они играют в нее с первого класса, чтобы, рискуя собственной шеей, работой и отношениями,",http://fast-torrents.co/uploads/posts/2018-10/medium/153997320111530298961-1406058530.jpg
http://fast-torrents.co/912-uzhasnyy-dzhonni-2018.html,Ужасный Джонни (2018),"Фильмы,Ужасы 2019",Старшеклассник-бунтарь Джонни Гриссом убит во время очередной пьянки. Вскоре одноклассников парня находят убитыми неизвестным нападавшим.,http://fast-torrents.co/uploads/posts/2018-10/medium/153997290613741351342681524981809049.jpg
http://fast-torrents.co/911-shantazh-izmena-2018.html,Шантаж / Измена (2018),"Фильмы,Комедии 2019,Боевики 2019,Триллеры 2019,Криминальные фильмы 2019","Мужчина по имени Дэв Каушал работает менеджером и живёт тихой размеренной жизнью вместе со своей женой. Всё идёт своим чередом, но однажды, придя домой с работы раньше положенного, он застаёт супругу",http://fast-torrents.co/uploads/posts/2018-10/medium/153997290211847685965945623409574808.jpg
http://fast-torrents.co/910-zlo-2018.html,Зло (2018),"Фильмы,Триллеры 2019,Ужасы 2019","Молодой преподаватель Адам и его жена Лиза ожидают пополнения в семействе. В один миг идиллия счастливой пары рушится. Они сталкиваются с неведомым злом, которое превращает их жизнь в ад.",http://fast-torrents.co/uploads/posts/2018-10/medium/153997260411534267594-1493626197.jpg
http://fast-torrents.co/909-nash-dom-2018.html,Наш дом (2018),"Фильмы,Триллеры 2019,Драмы 2019,Ужасы 2019","Молодой гений случайно изобретает устройство, которое усиливает паранормальную активность в доме его семьи, возможно, возвращая духи родителей и давая путь вещам намного хуже.",http://fast-torrents.co/uploads/posts/2018-10/medium/153997260111532781384-861938791.jpg
http://fast-torrents.co/908-moy-dom-indiya-2018.html,Мой дом – Индия (2018),"Фильмы,Боевики 2019","Сурья – молодой солдат индийской армии, имеющий большие проблемы с управлением гневом. Он просто не может себя контролировать, из-за чего сильно страдают окружающие люди: он может и ударить человека,",http://fast-torrents.co/uploads/posts/2018-10/medium/153997230610563945234278587242545406.jpg
http://fast-torrents.co/907-spiral-2018.html,Спираль (2018),"Фильмы,Триллеры 2019","Друзья, знакомые со времен колледжа, снова встречаются в маленьком городке штата Айова ради дикого мальчишника, однако всё идёт не по плану, когда будущий жених исчезает..",http://fast-torrents.co/uploads/posts/2018-10/medium/153997230213240205347583437128604546.jpg
http://fast-torrents.co/118-hellouin-2018.html,Хэллоуин (2018),"Фильмы,Фильмы 2018,Триллеры 2019,Ужасы 2019","Кровавые преступления маньяка в Хэддонфилде происходили 40лет назад, в то время много людей погибло. Майкл Майерс, однажды ощутив кровь, начал убивать целыми семьями. Это были ужасные времена, и люди",http://fast-torrents.co/uploads/posts/2018-09/1536659086-490653515.jpg
http://fast-torrents.co/905-tishina-na-provode-2018.html,Тишина на проводе (2018),"Фильмы,Ужасы 2019","Успешный писатель подростковых романов Сэм Тэлбот решает отправиться в семейный загородный дом со своей женой Вероникой, в надежде найти разгадку давней семейной тайны. Читая дневник своего дяди, Сэм",http://fast-torrents.co/uploads/posts/2018-10/medium/153990630111953206326589029450908474.jpg
http://fast-torrents.co/904-bu-2018.html,БУ (2018),"Фильмы,Триллеры 2019,Драмы 2019,Ужасы 2019","Странное раздвоение личности или лунатизм? Скорбящим по утрате людям еще невдомек, что схватка предстоит с могущественной ведьмой, которой очень нравится свое новое тело..",http://fast-torrents.co/uploads/posts/2018-10/medium/153990600613295973703487860678470643.jpg
http://fast-torrents.co/903-ahokalipsis-2018.html,Ахокалипсис (2018),"Фильмы,Комедии 2019,Ужасы 2019","Хоккейная команда борется за чемпионство и за свои жизни в одну и ту же ночь. Парни выигрывают кубок и обнаруживают, что случился зомби-апокалипсис.",http://fast-torrents.co/uploads/posts/2018-10/medium/153990600217378931894839281328480212.jpg
http://fast-torrents.co/902-volna-2017.html,Волна (2017),"Фильмы,Ужасы 2019","Чтобы помочь своей жене излечиться от психологического расстройства, Кевин везёт её отдохнуть на берег океана, однако идиллию семейки нарушают зловещие клоуны-убийцы, появившиеся из океанской пучины..",http://fast-torrents.co/uploads/posts/2018-10/medium/153990570215940539046825291807802429.jpg
http://fast-torrents.co/901-sem-minut-v-rayu-2018.html,Семь минут в раю (2018),"Фильмы,Ужасы 2019","Шестадцатилетний Джуд во время игры ""Семь минут в раю"" попадает в параллельный мир, в котором каждый его страх воплощается в реальность..",http://fast-torrents.co/uploads/posts/2018-10/medium/153988350217878620767539760369276310.jpg
http://fast-torrents.co/900-ubiystvennaya-moda-2018.html,Убийственная мода (2018),"Фильмы,Драмы 2019","Нездоровая страсть к начинающей модели сводит популярного фэшн-фотографа с ума, заставляя убивать всех, кто стоит на пути преступной любви..",http://fast-torrents.co/uploads/posts/2018-10/medium/153988320515983265121379289158083185.jpg
http://fast-torrents.co/899-igry-v-kukly-haos-2017.html,Игры в куклы: Хаос (2017),"Фильмы,Триллеры 2019,Ужасы 2019","Монстр в железной маске вырывается на свободу и появляется в уютном домике, в котором семейная пара выясняет отношения: жена узнала про любовницу мужа..",http://fast-torrents.co/uploads/posts/2018-10/medium/153988320113834573589698989361029017.jpg
http://fast-torrents.co/896-uitni-mogu-ya-byt-soboy-2017.html,Уитни: Могу я быть собой? (2017),"Фильмы,Документальные фильмы 2019",Фильм рассказывает о певице Уитни Хьюстон:её удивительной жизни и трагической смерти..,http://fast-torrents.co/uploads/posts/2018-10/medium/153988260613246462571284502423795202.jpg
http://fast-torrents.co/895-zakon-i-cerkov-2018.html,Закон и церковь (2018),"Фильмы,Документальные фильмы 2019","Неожиданное решение федерального суда в 2013 году легализовало однополые браки в штате Юта, спровоцировав ожесточенную битву в штате, где ценности мормонской церкви контролируют законодательный орган",http://fast-torrents.co/uploads/posts/2018-10/medium/153988260214143610813872130248251748.jpg
http://fast-torrents.co/894-konditer-2017.html,Кондитер (2017),"Фильмы,Драмы 2019","Томас, молодой кондитер из Германии, внезапно теряет связь со своим женатым любовником из Израиля, который погиб в автомобильной аварии. И тогда герой отправляется в Иерусалим найти его жену и сына,",http://fast-torrents.co/uploads/posts/2018-10/medium/153988230210424930797307964393042913.jpg
http://fast-torrents.co/893-kitayskaya-vdova-2017.html,Китайская вдова (2017),"Фильмы,Военные фильмы 2019,Исторические фильмы 2019,Мелодрамы 2019","После бомбардировки Токио американский летчик вынужден приземлиться на территории Китая. Несмотря на угрозу расстрела, молодая крестьянская вдова прячет иностранца в своем доме.",http://fast-torrents.co/uploads/posts/2018-10/medium/153987120812304326713513618707540809.jpg
http://fast-torrents.co/892-granicy-2018.html,Границы (2018),"Фильмы,Комедии 2019,Драмы 2019","Лора и её сын Генри вынуждены везти отдалившегося, торгующего травкой, беззаботного отца Джека через страну после того, как его вышвырнули из дома престарелых..",http://fast-torrents.co/uploads/posts/2018-10/medium/153987120414851573860826840976943918.jpg
http://fast-torrents.co/890-aferist-2018.html,Аферист (2018),"Фильмы,Драмы 2019","Барри Минков - одарённый ребёнок, гениальный бизнесмен, и обычный жулик. С самого детства этот человек хотел получить славу и деньги, так что, устроившись на работу чистить ковры, он конечно же был",http://fast-torrents.co/uploads/posts/2018-10/medium/153985440411519866410-1785489063.jpg
http://fast-torrents.co/889-naezdnik-2017.html,Наездник (2017),"Фильмы,Вестерны 2019,Драмы 2019","Восходящая звезда родео и талантливый дрессировщик лошадей, молодой ковбой Брэди вынужден оставить карьеру после серьёзной травмы головы. Вернувшись домой в индейскую резервацию Пайн-Ридж, он не",http://fast-torrents.co/uploads/posts/2018-10/medium/153985440111530886496-1830630509.jpg
http://fast-torrents.co/888-poteryannaya-2018.html,Потерянная (2018),"Фильмы,Триллеры 2019,Криминальные фильмы 2019,Детективы 2019,Драмы 2019","Фильм основан на романе Флоренции Этчевеш «Корнелия», в котором пойдет о учителе из престижной школы в Буэнос-Айресе совершает поездку с пятью ее учениками, но возвращается только с четырьмя, потому",http://fast-torrents.co/uploads/posts/2018-10/medium/153985410212176036835285207164869182.jpg
http://fast-torrents.co/887-bounhill-roud-2017.html,Боунхилл Роуд (2017),"Фильмы,Триллеры 2019,Ужасы 2019","Мама и дочка убегают от одной опасной ситуации и сразу попадают в другую. В итоге они оказываются в доме, полном кошмаров, а за его пределами их поджидают страшные чудища.",http://fast-torrents.co/uploads/posts/2018-10/medium/153979200313038435341809021090484786.jpg
http://fast-torrents.co/886-fredi-2018.html,Ф.Р.Э.Д.И. (2018),Фильмы,"Доктор Энди Палмер создала уникального робота, у которого в памяти свыше десяти тысяч программ. Но всегда найдутся те, кто хочет воспользоваться наукой в своих корыстных целях.",http://fast-torrents.co/uploads/posts/2018-10/medium/153979170410710657832307950531230631.jpg
http://fast-torrents.co/881-bez-sovesti-2018.html,Без совести (2018),"Фильмы,Криминальные фильмы 2019,Драмы 2019","Парень из деревни отправляется в город, но не выдерживает его соблазнов и испытаний, в итоге поступаясь собственной совестью. Пережив боль и растерянность он решает вернуться на праведный путь.",http://fast-torrents.co/uploads/posts/2018-10/medium/153979050718548297648398598903607365.jpg
http://fast-torrents.co/880-zhena-2017.html,Жена (2017),"Фильмы,Драмы 2019","История Джоан Кастлман, которая состояла в браке с известным писателем сорок лет и внезапно решила развестись с ним. Ситуация примечательна тем, что Джоан оставляет супруга накануне вручения тому",http://fast-torrents.co/uploads/posts/2018-10/medium/153979050317162396047125706863263469.jpg
http://fast-torrents.co/879-iz-malchishek-v-muzhiki-4-2017.html,Из мальчишек в мужики 4 (2017),"Фильмы,Комедии 2019,Боевики 2019","Ежегодные учения солдат запаса в Сингапуре всегда случаются невовремя. В этой комедии мужчины разных сортов и мастей вместе проходят через эту занудную, но патриотическую процедуру - и не без",http://fast-torrents.co/uploads/posts/2018-10/medium/153979020210956031636351975839276917.jpg
http://fast-torrents.co/878-poverte-mne-pohischenie-lizy-makvey-2018.html,Поверьте мне. Похищение Лизы МакВей (2018),"Фильмы,Драмы 2019","Жестокий преступник и девочка-подросток, кто выйдет победителем из схватки не на жизнь, а на смерть. История, основанная на реальных событиях.",http://fast-torrents.co/uploads/posts/2018-10/medium/153977370619563618384396513483268271.jpg
http://fast-torrents.co/877-uitni-2018.html,Уитни (2018),"Фильмы,Документальные фильмы 2019",Исследование жизни и творчества поп-звезды Уитни Хьюстон..,http://fast-torrents.co/uploads/posts/2018-10/medium/153977370112729042131687301714873692.jpg
http://fast-torrents.co/876-bespredel-poslednyaya-glava-2017.html,Беспредел: Последняя глава (2017),"Фильмы,Криминальные фильмы 2019,Драмы 2019","После уничтожения синдиката Санно семьей Ханабиси ветеран Отомо осел на корейском острове Чеджу под защитой мистера Чана. Присматривает за отелями и борделями, ходит на рыбалку. Однажды якудза семьи",http://fast-torrents.co/uploads/posts/2018-10/medium/153977340611524942861-610900423.jpg
http://fast-torrents.co/875-fanatik-2017.html,Фанатик (2017),"Фильмы,Триллеры 2019","Тесс - ведущая актриса на канале SYFY, рна жаждет избвавиться от сексистской и стереотипной роли, которая дала ей известность, но никто не может поверить, что она оставит главную роль. Когда Тесс",http://fast-torrents.co/uploads/posts/2018-10/medium/15397734021r8k8xjrcr5486al1j3afma4t9.jpg
http://fast-torrents.co/867-karavan-2018.html,Караван (2018),"Фильмы,Комедии 2019,Драмы 2019",Два друга и остроумная девочка-подросток отправляются в путешествие из Банголора в Кочин. Во время поездки им приходится столкнуться с множеством проблем.,http://fast-torrents.co/uploads/posts/2018-10/medium/153975840110607020562672847518943135.jpg
http://fast-torrents.co/866-madmuazel-paradi-2017.html,Мадмуазель Паради (2017),"Фильмы,Исторические фильмы 2019,Драмы 2019","Вена, 18 век. Подлинная история Марии Терезии фон Паради, одаренной пианистки и близкой подруги Моцарта, потерявшей зрение в детстве.",http://fast-torrents.co/uploads/posts/2018-10/medium/153975810219254231326781937016240870.jpg
http://fast-torrents.co/865-vzaperti-2017.html,Взаперти (2017),"Фильмы,Драмы 2019","Восемнадцатилетний подросток из Дублина по глупости попадает в тюрьму за хранение наркотиков для близкого друга и оказывается затянут в порочный круг системы реабилитации, из которого невозможно",http://fast-torrents.co/uploads/posts/2018-10/medium/153975780613751573176527450521832931.jpg
http://fast-torrents.co/864-uzhastiki-2-bespokoynyy-hellouin-2018.html,Ужастики 2: Беспокойный Хэллоуин (2018),"Фильмы,Комедии 2019,Фэнтези фильмы 2019,Ужасы 2019",В заброшенном доме парочка ребят находит странную книгу «Беспокойный Хэллоуин» Р. Л.,http://fast-torrents.co/uploads/posts/2018-10/medium/153975780218927316504613589327361219.jpg
http://fast-torrents.co/863-soboleznuyu-vashey-utrate-2018.html,Соболезную вашей утрате (2018),"Фильмы,Комедии 2019,Мелодрамы 2019","Кен пытается привыкнуть к своей новой роли после недавнего рождения первенца в его семье, а также мечтает окрыть ресторан. Но новость о смерти отца, с которым они не общались долгое время, заставляет",http://fast-torrents.co/uploads/posts/2018-10/medium/153969690518936752318483232341830418.jpg
http://fast-torrents.co/862-55-shagov-2017.html,55 шагов (2017),"Фильмы,Драмы 2019","Борец за права пациентов клиник для душевнобольных знакомится с Элеонор Ризе, пациентом психиатрического отделения клиники в Сан-Франциско, не подозревая, как эта встреча изменит ее жизнь..",http://fast-torrents.co/uploads/posts/2018-10/medium/153969690119281023673576424949313295.jpg
http://fast-torrents.co/858-zloumyshlennik-3-ubiyca-2018.html,Злоумышленник 3: Убийца (2018),"Фильмы,Ужасы 2019","Мартин Бристол был похищен в детстве неким психопатом. В результате чего его психика сломалась, Мартин стал маньяком. Вскоре парню удалось убежать с фермы и выйти на след своих обидчиков. После всех",http://fast-torrents.co/uploads/posts/2018-10/medium/153967620216769852036914627953598674.jpg
http://fast-torrents.co/859-amerikanskaya-morskaya-svinka-pesn-solomona-2017.html,Американская морская свинка: Песнь Соломона (2017),"Фильмы,Ужасы 2019","Католическая церковь пытается спасти невинную душу от сатанисткой одержимости. Священники, один за другим, отправляются противостоять одержимой.",http://fast-torrents.co/uploads/posts/2018-10/medium/153967620618958214827682452863080141.jpg
http://fast-torrents.co/857-huares-2045-2017.html,Хуарес 2045 (2017),"Фильмы,Боевики 2019","Год 2045. В Мексике обострилась борьба с наркокартелями, когда те стали использовать боевых роботов в своих операциях.",http://fast-torrents.co/uploads/posts/2018-10/medium/153967590511525390154-287377038.jpg
http://fast-torrents.co/856-zhizn-v-drugom-meste-2017.html,Жизнь в другом месте (2017),"Фильмы,Драмы 2019","Прошло четыре года с тех пор, как сын Сильви по имени Филипе был похищен его отцом Пабло. Не надеясь на добросовестную работу чиновников, позволивших вывезти ребёнка за границу после развода, Сильви",http://fast-torrents.co/uploads/posts/2018-10/medium/153967590117375721031249824672581456.jpg
http://fast-torrents.co/855-leto-84-2018.html,Лето 84 (2018),"Фильмы,Триллеры 2019,Детективы 2019,Драмы 2019,Ужасы 2019","Четверо 15-летних друзей проводят лето 1984 года за необычным занятием: они вычисляют серийного убийцу, несколько лет подряд орудующего в округе. Все улики ведут к соседскому дому, где живёт",http://fast-torrents.co/uploads/posts/2018-10/medium/153967560517684371739748109267086140.jpg
http://fast-torrents.co/854-zvuki-uzhasa-2018.html,Звуки ужаса (2018),"Фильмы,Ужасы 2019",Группа студентов отправляется в местную чащобу для исследования загадочного звукового феномена. Священник с темным прошлым вызывается им на помощь.,http://fast-torrents.co/uploads/posts/2018-10/medium/153967560118571372095719694279706960.jpg
http://fast-torrents.co/853-golovar-2018.html,Головар (2018),"Фильмы,Криминальные фильмы 2019,Драмы 2019",«Каждый вправе сам свой выбрать путь»,http://fast-torrents.co/uploads/posts/2018-10/medium/153967530114694867176816241054240535.jpg
http://fast-torrents.co/852-komnata-213-2017.html,Комната 213 (2017),"Фильмы,Детективы 2019,Ужасы 2019","Во время отдыха в летнем лагере группа девочек обнаруживает, что над ними постоянно по ночам кто-то шутит, постоянно пропадают вещи. Но виновата ли одна из них или за всем этим стоит некая неуловимая",http://fast-torrents.co/uploads/posts/2018-10/medium/15396747061imgonline-com-ua-resize-spascw0a7lw8r.jpg
http://fast-torrents.co/851-boi-bez-pravil-2017.html,Бои без правил (2017),"Фильмы,Боевики 2019,Криминальные фильмы 2019,Спортивные фильмы 2019,Драмы 2019","Молодой британец Билли Мур попадает в самую страшную тюрьму Таиланда, где проводятся смертельные бои без правил между самыми жестокими преступниками. Чтобы выжить, Билли должен принять в них участие",http://fast-torrents.co/uploads/posts/2018-10/medium/153967470210819180520750321345261783.jpg
http://fast-torrents.co/845-dalshe-po-koridoru-2018.html,Дальше по коридору (2018),"Фильмы,Триллеры 2019,Фэнтези фильмы 2019,Драмы 2019,Ужасы 2019","Кит Горди, новая студентка элитной школы-интерната Блэквуда, вынуждена противостоять сверхъестественным и тёмным силам этого заведения и его директрисы.",http://fast-torrents.co/uploads/posts/2018-10/medium/153963180511534591353-490277605.jpg
http://fast-torrents.co/843-amerikanskie-zhivotnye-2018.html,Американские животные (2018),"Фильмы,Криминальные фильмы 2019,Драмы 2019","История четырех молодых людей, которые предпринимают одно из самых дерзких ограблений в истории США.",http://fast-torrents.co/uploads/posts/2018-10/medium/153963150311534441829-122698155.jpg
http://fast-torrents.co/842-pikings-2018.html,Пикингс (2018),"Фильмы,Боевики 2019,Триллеры 2019,Криминальные фильмы 2019,Детективы 2019,Драмы 2019","Во время захвата очередного бара городская банда узнает, что его владелица - опасная женщина с весьма загадочным и опасным прошлым...",http://fast-torrents.co/uploads/posts/2018-10/medium/153963150111533828799-2011829815.jpg
http://fast-torrents.co/841-mario-2018.html,Марио (2018),"Фильмы,Спортивные фильмы 2019,Мелодрамы 2019,Драмы 2019","Марио - лучший бомбардир в юношеской команде, после напряжённого сезона он мечтает стать профессиональным футболистом. Вместе с тем герой влюблён в первый раз в жизни - в Леона, новичка из Германии,",http://fast-torrents.co/uploads/posts/2018-10/medium/153963120514197638729098190623624354.jpg
http://fast-torrents.co/840-izmoroz-2017.html,Изморозь (2017),"Фильмы,Мелодрамы 2019","Мужчины обходят вниманием робкую и тихую Олю. Мама, подруги, работа – вот и вся ее личная жизнь.",http://fast-torrents.co/uploads/posts/2018-10/medium/153963120118905021931386107498923497.jpg
http://fast-torrents.co/839-purga-2018.html,Пурга (2018),"Фильмы,Криминальные фильмы 2019,Драмы 2019","История двух друзей-выпускников полицейской академии и их отчисленного товарища Суна. Последнего внедряют в преступную группировку вместе с отцом одного из друзей, но из-за бандитской диверсии отец",http://fast-torrents.co/uploads/posts/2018-10/medium/153963090118309739594871970675791934.jpg
http://fast-torrents.co/838-pered-tem-kak-nastupit-tma-2017.html,Перед тем как наступит Тьма (2017),Фильмы,"Когда у Питера пропадает жена и полиция отказывается даже принимать заявление, не то что браться за её поиски - он начинает подозревать худшее. Пару недель спустя, с ним связывается ведущий",http://fast-torrents.co/uploads/posts/2018-10/medium/153963030115054905939703917653047849.jpg
http://fast-torrents.co/837-napadenie-shestiglavoy-akuly-2018.html,Нападение шестиглавой акулы (2018),"Фильмы,Комедии 2019,Боевики 2019,Триллеры 2019,Ужасы 2019","Влюблённые пары приплывают на отдалённый остров, чтобы пройти курсы по укреплению отношений, но становятся жертвами нападения ужасающего морского чудовища..",http://fast-torrents.co/uploads/posts/2018-10/medium/153963000712960201740978905785958082.jpg
http://fast-torrents.co/836-bezumnyy-mir-2018.html,Безумный мир (2018),Фильмы,"В ближайшем будущем человечество вымирает от вируса бесплодия, распространившегося вместе с метрическими чипами корпорации Био-корп, захватившей власть в США и назначившей на пост президента Майкла",http://fast-torrents.co/uploads/posts/2018-10/medium/153963000314506752842324294249891727.jpg
http://fast-torrents.co/828-domiki-1-sezon.html,Домики (1 сезон),"Фильмы,Мультфильмы 2019","Действие происходит в мире домиков, где все строения могут разговаривать, и у них есть глазки. Домики обычно стоят на месте, но есть и такие, которые умеют передвигаться, например, Гриша -",http://fast-torrents.co/uploads/posts/2018-10/medium/153953340611295135023282143135471080.jpg
http://fast-torrents.co/827-katya-i-ef-kuda-ugodno-dver-1-sezon.html,Катя и ЭФ. Куда-угодно-дверь (1 сезон),"Фильмы,Мультфильмы 2019","Познавательный российский мультсериал для детей от двух лет. Любопытная Катя и ее монструозный друг Эф выворачивают наизнанку окружающий мир и узнают, как что-либо устроено: завод, аквопарк, ракета,",http://fast-torrents.co/uploads/posts/2018-10/medium/153953340213959818231969786461321060.jpg
http://fast-torrents.co/826-dyavolskiy-kuznec-2017.html,Дьявольский кузнец (2017),"Фильмы,Фэнтези фильмы 2019,Ужасы 2019","Где-то в баскской глуши рядом с деревней живет дьявольский кузнец. Все жители уверены, что он - зло во плоти, и подходить к его жилищу нельзя ни в коем случае.",http://fast-torrents.co/uploads/posts/2018-10/medium/153953280816406489464971093589808432.jpg
http://fast-torrents.co/825-ekstaz-2018.html,Экстаз (2018),"Фильмы,Детективы 2019,Драмы 2019,Ужасы 2019","Рождение и смерть - невероятный опыт, а жизнь - ускользающее наслаждение. Выпускники академии современного танца решают устроить прощальную вечеринку.",http://fast-torrents.co/uploads/posts/2018-10/medium/153953280412585056989645397673657131.jpg
http://fast-torrents.co/824-vospitatelnica-2018.html,Воспитательница (2018),"Фильмы,Драмы 2019","Лиза живёт с мужем и двумя детьми-подростками в Статен-Айленде, неподалёку от Нью-Йорка. Ей 40 лет, полжизни она работает воспитательницей в детском саду.",http://fast-torrents.co/uploads/posts/2018-10/medium/153953250616820309676248026985694089.jpg
http://fast-torrents.co/823-odin-den-leta-2018.html,Один день лета (2018),"Фильмы,Комедии 2019,Мелодрамы 2019","Вся жизнь недавней провинциалки, а теперь москвички Кати - одно сплошное селфи с чередой знаменитостей. Любые интриги ради лайка, любые подвиги во имя статуса «звезды инстаграм».",http://fast-torrents.co/uploads/posts/2018-10/medium/153953250211935675034823675401074510.jpg
http://fast-torrents.co/822-beschestnyy-2017.html,Бесчестный (2017),"Фильмы,Триллеры 2019,Драмы 2019","В центре сюжета Майкл Вон, жулик в надеждах прославиться за счет ясновидения. В этом ему помогает Челси, его девушка и наставник в одном лице.",http://fast-torrents.co/uploads/posts/2018-10/medium/153953220115617380573980708194053803.jpg
http://fast-torrents.co/821-begi-poka-mozhesh-2018.html,Беги пока можешь (2018),"Фильмы,Комедии 2019,Боевики 2019","Молодая пара случайно стала причиной гибели их босса-тирана, и теперь они вынуждены похитить его родственника, ветерана Вьетнамской войны, который стал свидетелем преступления. Их преследует агент",http://fast-torrents.co/uploads/posts/2018-10/medium/153953190112854149245383610649257485.jpg
http://fast-torrents.co/820-ispug-2018.html,Испуг (2018),"Фильмы,Триллеры 2019,Ужасы 2019","Молодая пара едет на выходные в красивый загородный дом, чтобы провести время только вдвоем, но романтическая поездка превращается в кошмар, когда они понимают, что кто-то следит за каждым их шагом..",http://fast-torrents.co/uploads/posts/2018-10/medium/153953160114382947838236320721419704.jpg
http://fast-torrents.co/819-pristanische-straha-2017.html,Пристанище страха (2017),"Фильмы,Детективы 2019,Ужасы 2019","Фантастический фильм ужасов, происходящий в столице Тайланда, Бангкоке. После того, как скоростная погоня от полиции приводит к аварии, двое американских грабителей и их трое местных заложников",http://fast-torrents.co/uploads/posts/2018-10/medium/153953100111969414717631683192721867.jpg
http://fast-torrents.co/816-uglerod-2017.html,Углерод (2017),"Фильмы,Триллеры 2019","Боясь потерять свой семейный бизнес, обычный парень Антуан Рока придумывает аферу, которая в будущем станет мошенничеством века. Ввязавшись в криминал, он сталкивается с предательством друзей,",http://fast-torrents.co/uploads/posts/2018-10/medium/153950250211520604217-157467979.jpg
http://fast-torrents.co/811-vestvud-pank-ikona-aktivist-2018.html,"Вествуд: Панк, икона, активист (2018)","Фильмы,Документальные фильмы 2019","Вивьен Вествуд - легенда лондонского стиля, его создатель и разрушитель. Дизайнер одежды, она с самого начала заявила о себе как явлении культуры.",http://fast-torrents.co/uploads/posts/2018-10/medium/153945600611890380349356346280609742.jpg
http://fast-torrents.co/809-mariya-do-kallas-2017.html,Мария до Каллас (2017),"Фильмы,Документальные фильмы 2019","Впервые после 40 лет молчания всемирно известная оперная дива дала разрешение на интервью. Редкие съемки, архивные фотографии, личные кадры - это говорит сама история, говорит сама великая Мария",http://fast-torrents.co/uploads/posts/2018-10/medium/153945570516787130206432047832178409.jpg
